Sub_ID,Act,timestamp,X,Y,Z
1601,A,265073000000000.0,5.354632,15.635334,-0.6290765
1601,A,265073000000000.0,6.399701,12.926893,0.45010993
1601,A,265073000000000.0,10.532093,13.207614,-1.0247183
1601,A,265073000000000.0,16.129736,2.6833014,1.1426327
1601,A,265074000000000.0,0.39324763,6.5499372,-3.7822402
1601,A,265074000000000.0,-0.22984336,11.282676,2.1200657
1601,A,265074000000000.0,9.929952,5.583877,0.074220255
1601,A,265074000000000.0,4.7626657,2.4779987,0.41180268
1601,A,265074000000000.0,2.882619,3.8456864,1.13964
1601,A,265074000000000.0,3.5811272,4.3544545,0.7374141
1601,A,265074000000000.0,2.0260932,3.3919852,2.8622682
1601,A,265074000000000.0,1.2755109,7.8332295,5.393538
1601,A,265074000000000.0,4.3538556,19.612701,8.473679
1601,A,265074000000000.0,3.9492357,9.182362,11.554418
1601,A,265074000000000.0,5.2582655,5.527613,-5.6299653
1601,A,265074000000000.0,16.14051,13.78701,-1.0163386
1601,A,265074000000000.0,-2.3828292,-2.6731262,5.085883
1601,A,265074000000000.0,1.8231846,4.262876,-5.989694
1601,A,265074000000000.0,19.612701,12.315774,-1.5251064
1601,A,265074000000000.0,2.119467,8.289325,7.5327573
1601,A,265074000000000.0,3.221997,8.919,-2.4510639
1601,A,265074000000000.0,5.1505265,7.2622123,0.6404489
1601,A,265074000000000.0,4.313154,6.2219315,-0.90620536
1601,A,265074000000000.0,4.939238,6.2099605,-0.46567222
1601,A,265074000000000.0,6.114791,8.14268,0.046686932
1601,A,265074000000000.0,6.3464303,7.6249337,1.3311762
1601,A,265074000000000.0,5.482722,9.024344,-1.4257472
1601,A,265074000000000.0,3.846285,9.338584,1.501763
1601,A,265074000000000.0,4.4244847,13.904326,1.1935096
1601,A,265075000000000.0,5.173271,11.173141,-2.3630772
1601,A,265075000000000.0,7.1754227,12.025476,4.23654
1601,A,265075000000000.0,7.8948803,14.431649,-6.0944405
1601,A,265075000000000.0,13.257892,3.739743,8.392276
1601,A,265075000000000.0,-1.7806876,8.907627,-3.3147724
1601,A,265075000000000.0,4.2359414,8.180987,-0.46208093
1601,A,265075000000000.0,7.817667,4.984728,0.6859388
1601,A,265075000000000.0,2.9113493,3.192668,0.22565351
1601,A,265075000000000.0,4.373608,4.042011,0.57161564
1601,A,265075000000000.0,3.5954924,4.2778397,1.638831
1601,A,265075000000000.0,0.9044097,3.7642837,3.774459
1601,A,265075000000000.0,1.4718355,12.676101,7.0706763
1601,A,265075000000000.0,5.1666875,19.612701,6.0483522
1601,A,265075000000000.0,-0.29747957,6.108207,10.803835
1601,A,265075000000000.0,12.10269,9.788693,-8.429984
1601,A,265075000000000.0,8.412626,9.618107,-0.25139117
1601,A,265075000000000.0,-0.05626374,-2.2050598,0.022146367
1601,A,265075000000000.0,7.454347,6.2805896,-6.7588315
1601,A,265075000000000.0,14.126987,10.623073,1.055843
1601,A,265075000000000.0,3.1519666,9.106346,-1.2084733
1601,A,265075000000000.0,3.2585084,10.286089,1.0432734
1601,A,265075000000000.0,3.591901,7.7985134,0.10115502
1601,A,265075000000000.0,4.4903255,6.9144545,-0.98341835
1601,A,265075000000000.0,4.563947,6.724714,-0.56084174
1601,A,265075000000000.0,5.3007627,8.072051,-0.0017956513
1601,A,265076000000000.0,5.3408656,6.8306575,1.2880806
1601,A,265076000000000.0,5.475539,8.127716,-0.6907272
1601,A,265076000000000.0,4.759673,10.638037,1.6927006
1601,A,265076000000000.0,3.3435028,13.511079,0.56982
1601,A,265076000000000.0,5.1702785,13.926473,2.4839842
1601,A,265076000000000.0,7.377134,11.512519,1.1641805
1601,A,265076000000000.0,12.593501,11.471219,-2.834735
1601,A,265076000000000.0,6.1770406,4.51726,3.9677908
1601,A,265076000000000.0,-2.0907366,11.234193,1.1857284
1601,A,265076000000000.0,7.6375036,6.0465565,-0.55605334
1601,A,265076000000000.0,6.0088477,3.8043866,0.7308301
1601,A,265076000000000.0,3.3842041,2.9454668,1.34195
1601,A,265076000000000.0,4.1156325,3.7421372,1.1067197
1601,A,265076000000000.0,2.7820623,3.2261868,1.7064673
1601,A,265076000000000.0,0.78529817,3.1292217,5.052963
1601,A,265076000000000.0,3.4913447,18.169598,11.482592
1601,A,265076000000000.0,7.0826473,17.30948,10.126276
1601,A,265076000000000.0,2.0129251,1.1641805,3.095703
1601,A,265076000000000.0,19.090168,15.987881,-7.769783
1601,A,265076000000000.0,-2.3588872,-1.8471266,2.4714148
1601,A,265076000000000.0,0.40761283,1.8261774,-3.140594
1601,A,265076000000000.0,14.43943,13.718177,-4.445434
1601,A,265076000000000.0,3.359065,8.868123,3.0544028
1601,A,265076000000000.0,3.107674,9.242217,-2.9227216
1601,A,265076000000000.0,4.8003745,8.158242,0.7308301
1601,A,265077000000000.0,4.0617633,6.75524,-1.086369
1601,A,265077000000000.0,4.8039656,7.52737,0.035913024
1601,A,265077000000000.0,5.297171,7.772177,-0.022744916
1601,A,265077000000000.0,5.8651958,7.6734166,0.41060558
1601,A,265077000000000.0,6.479907,8.27077,-0.02633622
1601,A,265077000000000.0,4.830302,8.711303,0.110731825
1601,A,265077000000000.0,4.8901567,10.887632,1.1133038
1601,A,265077000000000.0,2.7940333,13.186665,-0.3549404
1601,A,265077000000000.0,5.4402246,12.683882,1.1180922
1601,A,265077000000000.0,6.347627,11.988366,2.6252422
1601,A,265077000000000.0,8.082227,12.802395,-5.921459
1601,A,265077000000000.0,6.6852098,4.1581297,4.481347
1601,A,265077000000000.0,-0.43754035,10.1226845,1.8656816
1601,A,265077000000000.0,7.677606,6.7785835,-0.6051345
1601,A,265077000000000.0,5.489306,4.5561657,0.17597382
1601,A,265077000000000.0,3.7014358,4.0342298,0.32800564
1601,A,265077000000000.0,4.2622776,3.6882677,0.8643068
1601,A,265077000000000.0,2.1146786,2.8742392,2.3139958
1601,A,265077000000000.0,0.7356185,5.798158,5.5485625
1601,A,265077000000000.0,3.679888,19.612701,11.492766
1601,A,265077000000000.0,4.311359,11.772888,9.489418
1601,A,265077000000000.0,0.29807812,3.180697,0.42078096
1601,A,265077000000000.0,19.612701,17.720085,-4.968567
1601,A,265077000000000.0,0.7224504,-1.0301052,0.8026561
1601,A,265077000000000.0,5.7808,4.5801077,-3.5883098
1601,A,265077000000000.0,11.62744,8.400057,-1.3012487
1601,A,265078000000000.0,6.7043633,8.511986,-2.3427265
1601,A,265078000000000.0,1.7812861,10.956466,-0.3609259
1601,A,265078000000000.0,1.1288661,10.33936,3.8133647
1601,A,265078000000000.0,3.2333694,8.030751,-0.8002619
1601,A,265078000000000.0,4.6255975,7.813477,0.54168814
1601,A,265078000000000.0,4.4047327,7.835025,-0.4345476
1601,A,265078000000000.0,5.7855883,8.637083,0.260968
1601,A,265078000000000.0,5.9465985,7.7997108,0.34117374
1601,A,265078000000000.0,4.1904516,8.896255,-0.6218939
1601,A,265078000000000.0,4.892551,11.56579,1.2443863
1601,A,265078000000000.0,2.938284,12.586318,-1.2749124
1601,A,265078000000000.0,5.474941,12.814964,2.3187842
1601,A,265078000000000.0,6.1716533,12.008718,1.472434
1601,A,265078000000000.0,11.504139,12.562376,-5.475539
1601,A,265078000000000.0,5.8041434,3.8780081,6.294955
1601,A,265078000000000.0,-0.14903906,10.166379,1.4568717
1601,A,265078000000000.0,6.799533,7.1227503,-1.1091139
1601,A,265078000000000.0,4.6962266,4.917092,-0.0700304
1601,A,265078000000000.0,3.7666779,3.241749,0.5093664
1601,A,265078000000000.0,4.258686,3.352481,1.2060791
